,Dependent_count,Months_on_book (Length of relationship with bansk[months]),Total_Relationship_Count (How many products with customer) ,Months_Inactive_12_mon (Card not used),Contacts_Count_12_mon (Number of contacts in 12 months),Credit_Limit,Total_Revolving_Bal (Balance unpaid at month end),Total_Amt_Chng_Q4_Q1(Ratio Q4/Q1),Total_Trans_Ct (Transaction Count 12 months),Total_Ct_Chng_Q4_Q1 (Change in the transaction amount Q4/Q1),Avg_Utilization_Ratio (Credit usage/Total Credit available),Gender_code,Education_Level_code,Marital_Status_code,Income_Category_code,Card_Category_code
2553,2,52,6,2,4,10974.0,0,0.591,26,1.0,0.0,1,5,1,3,0
5615,2,36,5,2,3,9314.0,1761,0.562,80,0.778,0.189,0,5,2,5,0
9816,2,36,2,1,2,3329.0,0,0.814,98,0.815,0.0,0,6,1,4,0
2662,4,32,6,4,2,2441.0,1656,0.762,62,0.824,0.678,1,3,2,1,0
9605,1,31,2,6,3,3416.0,2517,0.925,105,0.78,0.737,0,3,1,4,0
6004,4,35,4,2,3,3497.0,0,0.696,72,0.756,0.0,1,6,1,3,0
3113,2,37,5,2,2,34516.0,1230,0.72,63,1.1,0.036,1,6,2,0,1
3303,0,23,5,2,4,5403.0,1854,0.712,74,0.542,0.343,1,2,3,4,0
1344,3,30,5,2,2,12355.0,0,0.912,28,0.273,0.0,0,3,1,1,0
1690,1,48,4,2,4,4599.0,637,0.622,78,0.592,0.139,0,6,2,1,0
5834,2,49,4,2,2,1857.0,1528,0.698,71,0.868,0.823,0,0,2,4,0
6689,3,36,6,1,0,6400.0,1979,0.696,91,0.685,0.309,1,4,1,3,0
5048,4,27,3,1,1,1950.0,1062,0.48,76,0.854,0.545,0,2,1,1,0
3308,4,36,3,3,3,3258.0,0,0.784,67,0.489,0.0,1,2,1,2,0
1504,5,35,6,3,4,2561.0,0,1.021,41,0.864,0.0,0,2,0,5,0
1806,1,32,6,2,2,17393.0,1409,0.608,38,0.652,0.081,1,3,1,0,0
8065,1,50,3,6,3,8688.0,0,0.426,41,0.464,0.0,1,2,1,3,0
7198,3,45,4,3,1,1972.0,0,0.761,73,0.587,0.0,0,6,1,1,0
3791,0,42,5,3,2,1858.0,925,1.056,72,0.6,0.498,0,2,1,4,0
9642,2,19,3,3,2,8848.0,961,0.884,117,0.671,0.109,1,0,1,4,0
7535,2,37,3,3,1,2335.0,1373,0.876,81,0.653,0.588,1,2,3,1,0
6080,3,33,5,3,0,15292.0,1325,1.008,74,0.805,0.087,0,2,1,5,0
6373,2,36,3,3,3,4375.0,0,0.621,53,0.472,0.0,0,3,1,1,0
7727,4,36,3,3,4,8075.0,317,0.585,41,0.577,0.039,0,5,2,5,0
1848,4,41,5,3,4,14535.0,0,0.711,76,0.689,0.0,1,2,1,1,0
4512,3,36,4,3,4,2650.0,1646,0.747,80,0.509,0.621,0,2,2,4,0
2431,1,36,6,3,2,24073.0,1084,0.847,37,1.176,0.045,0,6,1,5,0
4660,3,27,4,2,3,34516.0,2213,0.584,71,0.821,0.064,1,5,2,0,0
9711,5,31,3,3,1,17230.0,1805,0.788,130,0.857,0.105,1,4,2,2,0
8731,4,45,2,2,3,23070.0,1701,0.846,81,0.688,0.074,1,2,1,3,0
142,4,34,2,3,2,14926.0,2517,1.996,25,1.5,0.169,1,2,1,3,0
8874,2,41,2,2,2,5550.0,2517,0.767,85,0.545,0.454,0,0,1,4,0
7829,3,44,2,2,1,1596.0,1185,0.687,76,1.0,0.742,0,5,1,4,0
5418,3,22,1,3,1,2013.0,0,0.602,50,0.923,0.0,0,2,2,1,0
3409,2,43,3,2,4,9559.0,1514,0.716,70,0.556,0.158,0,2,1,1,0
1117,0,36,3,3,4,1459.0,590,1.164,52,1.08,0.404,1,2,1,1,0
1756,1,20,5,3,2,13206.0,925,0.766,51,1.318,0.07,1,2,2,3,0
497,1,48,6,3,3,7251.0,1603,0.591,36,0.8,0.221,1,0,2,1,0
5992,2,34,6,3,3,2558.0,2016,0.806,78,0.5,0.788,1,5,1,3,0
870,3,44,3,2,3,12163.0,2082,1.554,56,0.697,0.171,1,2,1,0,0
3357,0,20,3,1,3,6607.0,2517,0.854,73,0.78,0.381,1,6,2,1,0
912,1,44,5,2,2,14825.0,962,0.76,49,0.531,0.065,1,2,1,2,0
721,4,39,4,2,2,8128.0,1846,0.857,32,0.778,0.227,0,0,1,4,0
2805,5,36,6,2,2,2292.0,0,0.976,60,0.5,0.0,1,3,1,3,0
10069,2,14,4,3,3,6933.0,1870,0.656,115,0.917,0.27,1,2,2,4,0
886,3,40,3,3,2,5267.0,0,0.442,24,0.263,0.0,0,3,0,5,0
9715,1,36,3,2,2,17970.0,1390,0.724,97,0.796,0.077,0,2,2,5,0
9380,4,36,2,3,3,13067.0,1943,0.85,118,1.034,0.149,0,6,2,4,3
8449,2,36,1,2,2,1457.0,828,0.852,93,0.661,0.568,0,3,1,4,0
1520,1,27,5,3,3,10029.0,606,0.727,58,0.657,0.06,1,1,2,2,0
8803,2,35,1,2,3,2199.0,693,0.654,86,0.483,0.315,0,2,3,4,0
2746,0,24,3,1,4,12050.0,1732,0.804,46,0.704,0.144,1,2,2,1,0
5837,3,37,3,1,2,1438.3,765,0.644,66,0.692,0.532,0,0,1,4,0
5958,3,34,2,3,2,8583.0,0,0.358,31,0.292,0.0,0,3,1,1,0
314,3,38,2,3,3,8249.0,1381,0.798,11,0.833,0.167,1,2,1,0,0
1799,2,36,6,1,4,3506.0,1405,0.766,48,0.655,0.401,0,5,1,4,0
327,2,36,3,3,2,2293.0,1823,0.617,22,1.444,0.795,0,4,1,4,0
5805,1,43,5,1,3,1822.0,1114,0.539,73,0.553,0.611,0,3,1,4,0
4204,2,41,5,2,4,2582.0,1399,0.559,42,0.909,0.542,1,2,1,1,0
3129,1,36,3,1,3,17054.0,0,0.673,72,0.6,0.0,0,0,0,5,0
9583,0,36,1,1,1,3076.0,0,0.924,123,0.892,0.0,1,4,1,4,0
6929,3,36,6,1,3,2040.0,1084,0.672,80,0.818,0.531,0,5,2,4,0
3968,3,44,6,6,3,2553.0,1823,0.574,69,0.683,0.714,0,2,2,5,0
10043,1,47,3,1,3,9805.0,1007,0.8,95,0.9,0.103,1,3,1,1,0
9313,3,15,5,1,3,23399.0,0,1.051,74,0.85,0.0,1,2,1,2,0
1973,3,36,3,3,3,9355.0,715,0.422,38,0.727,0.076,1,3,1,3,0
336,1,38,4,3,3,2578.0,2462,1.707,29,0.812,0.955,0,2,1,4,0
2764,2,49,5,1,2,3377.0,1720,0.491,32,0.391,0.509,0,2,1,1,0
9288,3,40,2,2,1,9230.0,1518,0.774,99,0.833,0.164,0,2,1,4,0
275,4,31,2,2,2,2410.0,1769,0.759,30,1.143,0.734,0,5,1,4,0
2985,3,37,3,1,5,24580.0,2517,0.509,62,0.771,0.102,1,6,2,3,0
5809,2,36,3,2,3,3462.0,1817,0.717,65,0.711,0.525,0,0,0,4,0
6018,1,46,6,4,3,4232.0,0,0.878,37,0.609,0.0,0,2,1,4,0
3477,2,34,6,1,4,7210.0,782,0.733,75,0.5,0.108,0,2,1,5,0
8685,3,36,2,3,0,7350.0,1360,0.744,64,0.684,0.185,0,3,1,4,0
3558,1,36,6,3,2,20968.0,0,0.64,61,0.794,0.0,1,6,1,0,0
2809,3,30,3,2,3,8696.0,1482,1.002,67,0.971,0.17,0,0,2,5,0
9233,2,36,2,1,1,17540.0,1337,0.734,96,0.6,0.076,1,5,2,2,0
4861,1,27,3,1,3,2173.0,0,0.922,83,0.766,0.0,0,2,1,1,0
9971,2,36,5,1,0,3818.0,1142,0.709,113,0.948,0.299,1,3,2,4,0
3416,1,38,5,3,5,18432.0,1422,1.357,58,0.933,0.077,1,6,0,3,0
307,4,36,6,3,2,21637.0,2030,0.776,23,0.438,0.094,1,2,2,3,0
3908,0,40,4,3,3,1438.3,0,0.555,66,0.737,0.0,1,2,1,2,0
348,5,33,5,3,3,22770.0,2517,0.994,38,0.652,0.111,1,3,1,2,0
826,2,28,3,3,3,2853.0,2420,0.858,47,0.808,0.848,1,3,1,2,0
9623,1,41,3,3,2,9701.0,0,1.024,62,0.824,0.0,0,3,2,5,0
4482,1,45,5,3,4,1854.0,1480,0.853,73,0.921,0.798,1,0,2,3,0
8962,2,40,1,2,2,34516.0,1649,0.741,87,0.611,0.048,1,0,1,0,0
3682,0,16,6,3,3,34516.0,0,0.524,64,0.829,0.0,1,0,2,3,3
8635,1,28,3,1,3,34516.0,2017,0.93,90,0.731,0.058,1,6,2,3,3
8495,4,34,2,2,3,1876.0,861,0.839,82,0.547,0.459,1,0,2,3,0
2053,2,31,6,3,2,9871.0,1061,0.545,34,0.478,0.107,1,0,1,2,0
71,2,42,5,3,3,2216.0,1034,0.758,36,0.286,0.467,0,2,1,4,0
5667,4,21,3,2,3,11502.0,2066,0.889,85,1.125,0.18,1,3,1,3,0
7212,5,36,5,2,3,2658.0,694,0.722,92,0.769,0.261,0,4,3,4,0
6458,1,36,3,2,2,2279.0,1432,0.855,74,0.947,0.628,0,3,1,5,0
8278,3,27,2,2,3,1438.3,0,0.62,94,0.843,0.0,0,1,2,4,0
1666,1,36,6,2,3,3735.0,1285,1.034,33,1.2,0.344,1,2,1,1,0
6369,3,49,4,2,1,1781.0,0,0.57,81,0.8,0.0,0,2,1,4,0
6658,1,31,5,2,1,1862.0,726,0.63,79,1.026,0.39,0,3,2,4,0
9424,4,36,1,3,3,27929.0,1898,0.725,123,0.732,0.068,1,3,2,0,0
1445,1,36,3,1,3,1438.3,0,0.742,41,0.577,0.0,1,3,1,1,0
8049,2,43,2,1,2,2363.0,1876,0.795,85,0.667,0.794,0,5,1,5,0
8275,0,53,1,3,3,2415.0,2050,0.499,71,0.69,0.849,1,3,2,2,0
1695,0,36,3,1,3,8276.0,1671,0.359,25,0.25,0.202,1,1,1,3,0
2892,5,32,2,3,4,34516.0,2517,0.465,35,0.458,0.073,1,6,2,2,1
1574,3,30,6,3,2,5424.0,1812,0.513,44,0.76,0.334,0,0,2,1,0
3203,2,50,4,1,2,7261.0,1079,1.312,58,1.071,0.149,1,5,0,2,0
4405,2,36,3,1,2,2363.0,494,0.736,71,0.651,0.209,0,2,2,4,0
1630,2,29,6,1,3,10980.0,1726,0.856,36,0.636,0.157,0,0,1,1,0
7681,4,35,5,3,2,3038.0,2133,0.689,83,0.694,0.702,0,3,1,4,0
1881,1,13,6,2,4,1473.0,0,0.813,39,0.857,0.0,1,3,2,1,0
5112,2,31,5,5,2,3454.0,2065,0.816,67,0.718,0.598,1,6,2,3,0
5074,3,38,5,3,3,8185.0,1556,0.806,83,0.93,0.19,1,0,2,3,0
8937,2,35,1,2,3,7653.0,1693,0.683,93,0.576,0.221,1,2,1,2,0
5746,3,24,6,3,3,13951.0,1607,0.932,70,0.591,0.115,0,3,2,5,0
848,2,36,3,1,3,5426.0,1478,0.664,22,0.571,0.272,1,6,1,1,0
10015,4,36,3,2,1,3310.0,0,0.748,89,0.854,0.0,0,0,3,5,0
9185,2,42,1,1,3,24927.0,1273,0.743,113,0.687,0.051,0,5,1,5,0
6039,1,36,6,3,2,1770.0,584,0.706,83,0.844,0.33,1,5,1,3,0
2877,2,38,4,2,2,12878.0,1628,0.542,59,0.735,0.126,1,1,1,3,0
186,3,33,3,1,0,6278.0,462,1.161,33,0.941,0.074,1,4,2,3,0
3779,2,39,6,3,3,5666.0,2386,0.564,42,1.0,0.421,0,2,1,5,0
1830,0,56,3,6,3,6184.0,0,1.016,27,0.286,0.0,0,2,0,4,0
2959,1,39,3,3,2,4930.0,2227,0.801,77,0.791,0.452,0,2,2,1,0
9361,4,32,2,2,2,7139.0,1512,1.106,112,0.75,0.212,1,3,1,1,0
9222,2,27,1,2,2,2490.0,1059,0.715,101,0.772,0.425,0,5,1,4,0
1234,1,24,5,2,2,12956.0,0,1.053,56,0.931,0.0,0,3,2,4,3
6145,5,38,6,1,3,3276.0,1915,0.672,76,0.617,0.585,0,0,0,1,0
3915,4,36,2,3,2,5997.0,0,0.406,42,0.5,0.0,0,0,1,4,0
446,1,40,1,2,2,2317.0,0,1.005,19,0.727,0.0,0,2,2,4,0
844,0,36,3,3,2,1438.3,747,0.491,24,0.714,0.519,0,3,1,4,0
7637,3,39,4,3,3,1764.0,0,0.651,92,0.804,0.0,0,1,2,4,0
5938,4,32,6,3,3,3454.0,0,0.862,39,0.625,0.0,0,3,1,4,0
5558,3,30,5,1,2,27378.0,1893,0.432,78,0.592,0.069,1,0,2,0,0
2440,1,43,3,1,4,25882.0,1699,0.428,48,0.371,0.066,1,5,1,3,0
3103,4,36,4,2,3,1438.3,0,0.674,64,0.829,0.0,1,2,1,3,0
8698,3,28,2,2,3,9243.0,2019,0.707,82,0.608,0.218,0,0,0,1,0
6984,3,33,6,4,2,2001.0,1430,0.555,69,0.683,0.715,0,1,1,4,0
5813,1,42,6,1,1,4429.0,883,0.688,63,0.537,0.199,1,5,1,2,0
1294,0,36,3,2,2,7418.0,396,0.826,26,1.0,0.053,0,3,1,4,0
5225,1,39,1,3,3,12972.0,1424,0.525,36,0.2,0.11,0,1,1,5,0
9135,2,48,2,1,2,2236.0,710,0.434,38,0.462,0.318,1,6,2,2,0
5067,2,37,5,2,4,2220.0,0,0.737,45,0.452,0.0,0,0,1,5,0
3442,3,35,3,1,2,4469.0,2002,0.669,38,0.462,0.448,0,2,2,4,0
8559,2,35,1,3,1,30300.0,1166,0.715,64,0.882,0.038,1,4,1,3,0
9930,1,46,4,3,2,3638.0,0,0.837,115,0.667,0.0,0,2,1,4,0
8448,3,35,2,2,1,2548.0,2250,0.581,77,0.791,0.883,0,3,1,4,0
9275,4,34,1,2,3,33874.0,1473,0.803,98,0.849,0.043,0,6,2,5,3
776,3,33,6,2,3,4343.0,0,0.563,35,0.944,0.0,0,2,1,1,0
9839,5,36,3,2,2,11280.0,1523,0.765,128,0.753,0.135,0,3,2,4,3
2153,0,24,6,2,2,4232.0,2092,0.604,69,0.865,0.494,1,2,0,2,0
4920,2,45,3,6,1,3250.0,0,0.601,84,0.75,0.0,0,6,2,4,0
5516,2,36,5,3,4,1696.0,0,0.666,70,0.628,0.0,0,6,2,4,0
9614,1,36,2,1,2,5158.0,1148,0.637,128,0.882,0.223,0,2,1,4,0
6865,1,42,4,5,3,1438.3,0,0.74,72,0.714,0.0,0,6,2,5,0
9049,5,36,1,3,1,7742.0,1163,0.729,100,0.852,0.15,0,5,2,4,0
8540,2,27,2,6,2,1965.0,0,0.608,91,0.857,0.0,0,5,2,4,0
3183,2,13,6,3,2,4369.0,2049,0.865,80,0.6,0.469,1,5,2,0,0
7586,1,28,3,3,3,4196.0,731,0.485,30,0.2,0.174,0,3,1,4,0
3199,4,36,3,1,4,1818.0,0,0.672,44,0.467,0.0,1,2,2,3,0
7224,0,45,5,1,1,1737.0,0,0.653,73,0.973,0.0,0,6,1,4,0
1289,3,25,3,2,4,23959.0,2517,0.926,45,0.667,0.105,1,3,1,0,0
4581,2,36,5,2,2,1438.3,0,0.658,43,0.593,0.0,0,2,3,4,0
8410,4,36,2,2,2,4146.0,2027,0.74,64,0.684,0.489,0,2,1,5,0
9054,3,27,1,3,1,19150.0,1093,0.716,85,0.545,0.057,1,3,1,3,0
7352,2,45,6,2,2,1438.3,740,0.698,87,0.933,0.514,0,2,1,4,0
6969,0,34,4,4,3,2001.0,960,0.678,86,0.83,0.48,0,5,1,4,0
4106,1,37,3,1,0,12064.0,1312,0.462,67,0.675,0.109,0,2,2,1,0
4126,3,20,5,2,2,6247.0,1508,1.01,68,0.447,0.241,0,2,1,1,0
9807,2,37,6,3,1,3263.0,1525,0.542,110,0.833,0.467,1,0,1,1,0
3966,2,40,5,2,4,3569.0,1030,1.09,75,0.923,0.289,1,5,2,2,0
1879,1,29,4,2,2,2523.0,1877,1.631,50,1.174,0.744,0,2,1,1,0
8606,3,36,2,2,1,2490.0,1582,0.76,86,0.623,0.635,0,4,1,4,0
9419,4,33,1,2,2,3108.0,2280,0.844,99,0.8,0.734,1,5,1,1,0
5294,2,36,4,3,4,5062.0,1659,0.836,102,0.672,0.328,0,2,0,5,0
3587,3,31,4,3,3,5941.0,0,0.522,37,0.233,0.0,0,6,1,4,0
7579,2,45,3,3,1,3296.0,1435,0.968,66,0.737,0.435,1,2,0,0,0
3865,4,25,5,3,2,2772.0,1782,0.718,88,0.796,0.643,0,2,1,4,0
8081,4,28,2,3,1,4022.0,1680,0.579,84,0.826,0.418,0,2,2,1,0
4131,4,27,5,3,0,1438.3,860,0.79,82,0.864,0.598,1,6,3,4,0
1036,3,51,5,2,1,1438.3,0,0.597,14,0.556,0.0,0,3,1,1,0
636,3,32,6,2,3,11477.0,0,0.767,27,0.688,0.0,1,2,1,1,0
5669,1,28,4,2,2,16199.0,0,0.771,82,0.673,0.0,1,2,2,0,0
4134,1,53,6,2,2,34516.0,0,0.711,70,0.628,0.0,1,2,2,0,0
7296,3,45,3,2,3,2951.0,2437,0.765,36,0.565,0.826,0,3,1,4,0
1083,3,31,4,2,2,4740.0,1348,0.472,23,0.533,0.284,1,5,1,3,0
861,0,36,4,3,2,8138.0,2104,0.837,29,0.812,0.259,0,3,1,5,0
5212,2,43,5,3,2,3245.0,0,0.553,29,0.261,0.0,0,6,2,4,0
903,2,36,4,3,3,3131.0,629,0.749,31,0.632,0.201,1,5,1,4,0
191,4,27,5,2,0,27259.0,0,0.731,35,0.591,0.0,1,2,3,3,0
109,4,36,6,3,2,33791.0,1960,0.618,31,0.824,0.058,1,6,0,0,0
4455,2,30,6,3,4,4297.0,0,0.797,76,0.767,0.0,1,3,2,1,0
1942,1,32,4,2,2,2807.0,1845,1.027,26,1.0,0.657,1,3,1,1,0
5441,4,34,5,2,2,2718.0,1718,0.679,68,0.619,0.632,0,1,3,4,0
4331,0,56,4,3,3,1438.3,0,0.794,74,0.644,0.0,1,2,2,3,0
8654,1,30,2,1,1,27712.0,2130,0.654,91,0.717,0.077,1,3,2,0,0
2040,3,40,4,4,4,6052.0,1720,0.683,37,0.423,0.284,1,0,1,3,0
7537,3,31,4,6,3,4739.0,1878,0.719,84,0.826,0.396,0,3,1,5,0
7047,0,56,6,2,3,9918.0,850,0.688,40,0.29,0.086,1,2,1,2,0
8168,1,29,2,3,3,3422.0,0,0.506,74,0.682,0.0,0,2,1,4,0
4659,5,43,3,1,1,4951.0,2002,0.684,62,0.55,0.404,1,1,2,1,0
8185,1,43,2,3,2,28673.0,0,0.537,69,0.725,0.0,1,3,2,2,3
2775,2,28,6,3,3,10331.0,957,0.699,81,0.653,0.093,1,3,2,2,0
4145,1,31,4,3,3,25824.0,1170,0.684,73,0.78,0.045,1,2,2,2,3
2323,2,36,3,3,5,8242.0,0,0.434,44,0.467,0.0,0,5,1,5,0
762,4,36,5,1,0,2727.0,834,0.568,26,0.444,0.306,1,2,2,2,0
2617,1,15,6,2,0,1741.0,1328,0.69,61,0.649,0.763,0,4,1,4,0
2411,3,36,5,2,4,34516.0,787,0.763,32,0.6,0.023,1,5,1,0,0
1094,3,25,4,1,4,3030.0,2517,0.785,44,0.467,0.831,0,2,1,4,0
6355,2,36,5,1,3,1438.3,0,0.565,75,0.705,0.0,0,2,1,4,0
7247,4,31,3,3,2,1438.3,0,0.919,91,0.625,0.0,0,2,2,5,0
5748,1,49,5,2,2,21681.0,0,0.704,75,1.083,0.0,1,3,2,1,3
3135,2,32,6,1,1,34516.0,0,0.928,59,1.107,0.0,1,3,3,0,0
7877,2,36,1,2,2,5945.0,2015,0.815,70,1.0,0.339,1,4,1,2,0
5040,3,34,5,1,2,12078.0,1687,0.482,52,1.167,0.14,1,5,1,1,0
3805,3,36,5,3,4,5090.0,1650,0.58,72,0.44,0.324,0,2,3,4,0
884,1,52,6,6,1,8851.0,0,0.731,36,0.44,0.0,1,2,3,3,0
2654,1,30,5,1,1,7554.0,1848,0.767,64,0.524,0.245,0,2,3,4,0
5465,2,36,6,4,1,1981.0,1448,0.723,61,0.743,0.731,1,4,1,3,0
6522,4,36,6,2,2,2803.0,0,0.623,40,0.6,0.0,0,2,2,4,0
8151,3,31,2,3,1,2181.0,1218,0.758,89,0.712,0.558,1,0,0,1,0
6935,3,37,5,2,3,4354.0,0,0.738,59,0.686,0.0,1,1,2,1,0
7835,4,33,4,3,1,4047.0,0,0.648,34,0.478,0.0,0,2,1,1,0
7976,3,36,2,3,3,9114.0,0,0.654,52,0.625,0.0,1,2,1,2,0
7205,3,46,5,1,2,2735.0,1942,0.582,66,0.692,0.71,1,6,2,3,0
5192,3,35,3,2,2,2555.0,1587,1.088,79,0.881,0.621,0,2,2,4,0
9809,4,31,1,3,6,23502.0,0,0.839,60,0.875,0.0,1,6,1,3,0
5300,0,41,3,3,4,1438.3,0,0.387,42,0.448,0.0,0,3,1,4,0
2202,4,40,3,2,2,11962.0,1025,0.694,52,0.926,0.086,1,0,3,0,0
7642,4,32,3,1,2,2996.0,1992,0.948,87,0.74,0.665,0,2,2,4,0
9464,3,35,2,3,2,4779.0,2517,0.929,63,0.658,0.527,0,1,1,4,0
1262,1,22,3,3,0,3637.0,1998,1.412,56,0.931,0.549,1,6,1,2,0
8394,4,27,1,1,2,3183.0,2517,0.726,63,0.853,0.791,0,0,1,1,0
975,1,36,4,2,2,2483.0,1372,1.642,35,0.458,0.553,1,4,1,1,0
6000,0,51,6,1,0,1438.3,0,0.715,81,0.688,0.0,0,0,1,4,0
4925,4,28,4,2,2,2515.0,1313,0.981,68,0.7,0.522,0,3,2,5,0
941,1,48,3,1,3,10264.0,2073,0.62,45,0.364,0.202,1,5,1,2,0
5263,3,33,4,3,4,1639.0,0,0.481,44,0.571,0.0,1,3,3,1,0
4723,5,49,4,2,2,3301.0,2517,0.842,69,1.226,0.762,0,2,1,1,0
2387,2,23,3,4,3,7081.0,1874,0.699,47,1.35,0.265,1,0,2,3,0
9851,4,45,4,2,3,34516.0,0,0.849,100,0.724,0.0,1,2,1,0,3
5021,3,36,4,1,2,2572.0,1093,0.615,86,0.83,0.425,1,1,3,2,0
4391,3,36,4,2,3,1438.3,0,0.951,71,0.775,0.0,1,2,2,1,0
5148,4,28,4,2,4,7596.0,2199,0.633,45,0.5,0.289,0,0,1,1,0
3221,3,30,5,3,3,11229.0,1054,0.552,36,1.571,0.094,1,3,3,3,0
3882,2,40,3,4,3,4176.0,1248,0.434,62,0.632,0.299,0,1,1,4,0
9560,1,45,1,5,1,11898.0,2517,0.745,128,0.73,0.212,1,3,2,2,0
6991,0,48,3,1,3,3868.0,1384,0.631,79,0.549,0.358,1,3,1,2,0
8493,2,45,2,2,1,3192.0,0,0.646,80,0.739,0.0,0,6,1,5,0
2789,2,30,2,3,2,3735.0,1421,0.57,47,0.741,0.38,1,0,1,3,0
944,2,33,4,2,3,4589.0,1240,0.856,61,0.906,0.27,0,0,2,1,0
9026,1,46,2,3,3,7547.0,2477,1.021,73,0.698,0.328,1,3,2,2,0
1857,4,36,3,1,2,2159.0,1004,0.603,30,0.111,0.465,0,6,1,4,0
8783,5,42,2,2,3,5168.0,2265,0.715,80,0.818,0.438,0,5,3,1,0
4108,1,36,6,3,4,34516.0,0,0.665,45,0.324,0.0,1,6,2,3,0
5213,5,40,4,3,4,3888.0,2517,0.641,88,0.725,0.647,0,6,2,1,0
8625,4,29,2,2,2,29690.0,2517,0.769,86,0.564,0.085,1,6,3,3,0
3255,1,36,3,1,2,2796.0,0,0.563,74,0.644,0.0,1,2,2,2,0
2690,3,31,5,1,5,15340.0,2331,0.565,51,0.594,0.152,0,3,1,5,0
8866,2,24,2,2,1,34516.0,1022,0.743,88,0.913,0.03,1,5,2,0,0
6989,2,42,5,3,0,1770.0,1706,0.626,94,0.774,0.964,0,2,1,4,0
1319,3,30,3,1,3,3235.0,2517,1.091,43,0.87,0.778,1,2,1,1,0
8871,4,36,2,2,2,17606.0,1377,0.861,83,0.627,0.078,1,5,1,0,0
10006,3,46,1,3,3,23240.0,1534,0.971,82,0.907,0.066,1,5,1,3,0
5162,4,48,3,2,2,9723.0,1307,0.803,76,0.9,0.134,0,0,2,5,0
5998,5,40,5,4,5,3502.0,0,0.531,42,0.4,0.0,0,5,2,5,0
9300,1,50,1,1,3,34516.0,1341,0.812,127,0.789,0.039,1,3,1,3,0
6131,2,50,3,6,3,2247.0,0,0.641,37,0.423,0.0,0,5,1,4,0
6422,3,32,5,3,3,1931.0,1297,1.037,66,0.833,0.672,0,3,2,4,0
3475,2,36,5,2,1,34516.0,1229,0.427,35,0.296,0.036,1,2,2,0,0
3505,2,36,3,1,3,1470.0,0,0.64,63,0.75,0.0,1,3,2,1,0
4749,2,38,5,6,0,10747.0,1027,0.925,63,0.658,0.096,1,3,1,0,0
2477,1,47,3,3,3,2938.0,1995,0.514,30,0.429,0.679,1,3,1,3,0
9631,1,15,2,1,2,7469.0,0,0.688,122,0.718,0.0,0,3,1,5,0
6805,2,46,3,3,3,2429.0,1250,0.983,99,0.707,0.515,0,2,2,4,0
7552,4,40,6,3,1,1474.0,843,0.751,65,1.097,0.572,0,5,3,1,0
7795,2,36,2,1,1,10761.0,1722,0.7,82,0.783,0.16,1,3,1,3,0
5500,4,37,4,2,1,3241.0,0,0.629,80,0.739,0.0,0,6,1,5,0
9989,3,52,3,3,3,15733.0,2101,0.597,97,0.764,0.134,1,6,1,0,0
6950,3,36,3,3,2,1819.0,1235,0.798,75,0.705,0.679,0,5,1,4,0
1874,2,51,4,2,3,6922.0,1704,0.278,28,0.217,0.246,1,3,1,3,0
8628,3,46,3,2,2,4333.0,1848,0.634,85,0.771,0.426,0,6,2,4,0
5424,2,35,4,1,1,1438.3,0,0.618,79,0.646,0.0,0,6,1,1,0
7702,3,29,6,1,2,2548.0,1998,0.679,79,0.927,0.784,0,0,1,4,0
5096,1,35,5,3,2,21696.0,1036,0.965,76,0.854,0.048,1,5,2,2,0
2904,4,36,4,1,2,21416.0,0,0.702,75,0.923,0.0,0,3,1,5,0
570,4,38,6,6,2,19802.0,1961,1.125,58,0.706,0.099,1,5,1,0,0
1448,0,54,5,3,2,11827.0,0,0.921,37,0.609,0.0,0,5,1,5,0
6137,1,48,5,3,3,2737.0,1812,0.703,86,0.955,0.662,0,3,0,4,0
6426,3,36,3,2,3,3413.0,2372,0.7,86,0.792,0.695,0,3,1,1,0
6532,2,36,4,3,3,1780.0,1541,0.839,93,0.722,0.866,0,6,3,4,0
7018,1,50,5,2,2,8513.0,799,0.451,37,0.542,0.094,0,6,2,5,0
6718,4,48,4,2,1,2576.0,1678,0.771,86,0.72,0.651,0,4,2,1,0
3226,1,30,6,2,2,2016.0,797,1.108,62,0.879,0.395,1,2,0,0,0
9867,2,40,3,2,4,8416.0,1549,0.643,124,0.771,0.184,0,0,1,4,0
3978,2,36,3,2,4,2855.0,527,0.678,69,0.605,0.185,0,6,0,4,0
4383,3,31,5,1,2,13448.0,0,0.667,62,0.722,0.0,1,2,3,2,0
8157,4,42,2,3,2,1438.3,0,0.707,82,0.745,0.0,0,0,2,4,0
3539,4,36,4,1,1,4632.0,0,0.637,63,0.75,0.0,0,2,1,4,0
5846,2,48,5,3,2,4597.0,1316,0.646,68,0.511,0.286,0,6,2,4,0
7481,2,36,4,3,0,1635.0,1220,0.565,56,0.931,0.746,0,6,2,4,0
2827,4,27,3,1,2,10745.0,2084,0.847,87,0.933,0.194,0,2,2,4,3
6934,2,36,6,4,3,1438.3,0,0.641,88,0.692,0.0,0,3,1,4,0
4996,3,36,4,2,3,3855.0,211,0.485,34,0.308,0.055,0,5,2,5,0
1338,1,51,3,3,3,1795.0,794,0.953,59,1.107,0.442,0,3,1,4,0
3262,1,41,6,1,2,2717.0,1953,0.809,70,0.556,0.719,1,6,0,0,0
8679,3,36,3,2,2,2391.0,1625,0.662,101,0.603,0.68,0,2,0,4,0
